ID,Age,Gender,Experience,Income,Family,CCAvg,Education,Mortgage,HomeOwnership,Personal Loan
2429,39.0,M,12,108.0,4,3.66666666666667,m,301,Home Owner,1
2430,33.0,M,7,58.0,4,2.2,m,0,Rent,0
2431,23.0,M,-1,73.0,4,2.6,b,0,Home Mortage,0
2432,56.0,M,31,54.0,4,2.1,b,0,Rent,0
2433,54.0,M,30,45.0,4,0.9,m,0,Home Mortage,0
2434,37.0,M,11,72.74614760746148,1,2.3,m,0,Home Owner,1
2435,38.0,M,12,93.0,1,5.2,b,267,Home Owner,0
2436,34.0,M,9,102.0,4,2.2,m,0,Home Owner,0
2437,53.0,M,29,39.0,3,1.5,b,0,Home Owner,0
2438,65.0,M,40,114.0,4,3.4,m,0,Home Owner,0
2439,62.0,M,37,29.0,1,0.3,a,0,Home Owner,0
2440,51.0,M,25,30.0,3,0.6,m,144,Home Owner,0
2441,31.0,M,5,22.0,1,0.6,a,0,Home Owner,0
2442,64.0,M,38,38.0,2,0.3,b,186,Home Owner,0
2443,39.0,M,15,41.0,2,1.7,b,0,Home Owner,0
2444,28.0,F,3,72.74614760746148,4,1.7,a,422,Home Owner,1
2445,60.0,F,35,38.0,3,0.5,m,0,Home Owner,0
2446,47.0,F,23,25.0,1,0.9,a,0,Home Owner,0
2447,25.0,F,1,70.0,4,2.6,b,218,Home Owner,0
2448,44.0,F,19,201.0,2,8.8,b,0,Home Owner,0
2449,51.0,F,26,42.0,2,0.6,a,0,Home Owner,0
2450,31.0,F,7,64.0,1,1.2,b,0,Home Owner,0
2451,32.0,F,7,28.0,4,1.1,a,0,Home Owner,0
2452,51.0,F,25,119.0,1,4.9,b,208,Home Owner,0
2453,25.0,F,1,28.0,1,1.0,a,0,Home Owner,0
2454,43.0,F,19,60.0,3,2.1,a,0,Home Owner,0
2455,54.0,F,29,23.0,1,1.5,m,0,Home Owner,0
2456,34.0,F,8,72.74614760746148,4,7.4,a,0,Home Owner,1
2457,54.0,F,30,39.0,2,0.8,b,0,Home Owner,0
2458,42.0,F,17,19.0,2,0.0,a,85,Home Owner,0
2459,46.0,F,20,72.0,2,0.8,a,0,Home Owner,0
2460,62.0,F,37,41.0,3,0.9,a,0,Home Owner,0
2461,31.0,F,5,32.0,2,0.3,m,130,Home Owner,0
2462,30.0,F,5,69.0,1,0.8,m,0,Home Owner,0
2463,52.0,F,28,23.0,3,0.4,b,0,Home Owner,0
2464,35.0,F,9,44.0,4,0.2,b,0,Home Owner,0
2465,60.0,F,36,32.0,3,0.4,m,165,Home Owner,0
2466,58.0,F,34,25.0,2,0.3,b,123,Home Owner,0
2467,24.0,F,-2,80.0,2,1.6,a,0,Home Owner,0
2468,40.0,F,16,83.0,1,0.8,m,230,Home Owner,0
2469,49.0,F,23,133.0,1,7.3,b,0,Home Owner,0
2470,43.0,F,18,89.0,1,0.1,m,307,Home Owner,0
2471,33.0,F,7,81.0,2,4.5,a,187,Home Owner,0
2472,36.0,F,11,44.0,2,1.1,m,85,Home Owner,0
2473,62.0,F,36,119.0,2,2.0,b,0,Home Owner,0
2474,57.0,F,32,39.0,4,0.9,b,147,Home Owner,0
2475,64.0,F,38,40.0,2,1.0,a,0,Home Owner,0
2476,52.0,F,26,79.0,3,0.8,b,183,Home Owner,0
2477,54.0,F,28,30.0,4,0.7,m,0,Home Owner,0
2478,40.0,F,14,179.0,1,2.6,a,0,Home Owner,1
2479,30.0,F,5,178.0,2,6.7,b,0,Home Owner,0
2480,55.0,F,30,82.0,4,3.8,m,0,Home Owner,0
2481,39.0,F,13,50.0,2,2.4,m,0,Home Owner,0
2482,55.0,F,30,64.0,2,1.9,m,0,Home Owner,0
2483,28.0,F,4,129.0,1,1.5,b,0,Home Owner,0
2484,44.0,F,18,68.0,4,2.9,b,0,Home Owner,0
2485,46.0,F,21,30.0,1,1.4,a,112,Home Owner,0
2486,61.0,F,36,48.0,3,1.5,b,0,Home Owner,0
2487,61.0,F,36,130.0,1,1.3,b,257,Home Owner,0
2488,45.0,F,20,40.0,1,0.5,a,0,Home Owner,0
2489,38.0,F,14,105.0,2,1.9,b,0,Home Owner,0
2490,29.0,F,3,41.0,4,0.2,b,0,Home Owner,0
2491,52.0,F,28,168.0,3,6.5,a,118,Home Owner,1
2492,38.0,F,14,80.0,2,2.7,b,0,Home Owner,0
2493,28.0,F,3,134.0,2,3.1,b,0,Home Owner,0
2494,34.0,F,9,49.0,1,2.5,a,0,Home Owner,0
2495,35.0,F,9,63.0,2,1.8,b,0,Home Owner,0
2496,46.0,F,22,70.0,4,1.9,b,212,Home Owner,0
2497,63.0,F,37,32.0,3,0.7,m,141,Home Owner,0
2498,33.0,F,9,14.0,3,0.9,a,114,Home Owner,0
2499,38.0,F,14,111.0,2,6.1,b,326,Home Owner,0
2500,53.0,F,27,38.0,4,2.8,m,144,Home Owner,0
2501,28.0,F,2,121.0,2,2.0,b,341,Home Owner,0
2502,44.0,F,18,90.0,4,2.6,a,0,Home Owner,0
2503,58.0,M,31,178.0,2,6.0,m,0,Home Owner,1
2504,38.0,M,14,20.0,4,0.4,m,79,Home Owner,0
2505,48.0,M,24,61.0,2,1.7,b,229,Home Owner,0
2506,33.0,M,7,43.0,4,0.8,b,0,Home Owner,0
2507,66.0,M,42,39.0,1,1.9,m,0,Home Owner,0
2508,59.0,M,34,60.0,4,2.1,b,234,Home Owner,0
2509,40.0,M,15,63.0,3,3.0,b,0,Home Owner,0
2510,36.0,M,11,8.0,4,0.2,a,81,Home Owner,0
2511,62.0,M,38,52.0,4,1.3,m,0,Home Owner,0
2512,51.0,M,27,92.0,4,3.0,b,0,Home Owner,1
2513,58.0,M,32,111.0,2,1.4,b,298,Home Owner,0
2514,52.0,M,26,71.0,1,1.4,a,0,Home Owner,0
2515,41.0,M,16,25.0,2,0.1,m,91,Home Owner,0
2516,31.0,M,5,34.0,1,1.9,a,156,Home Owner,0
2517,28.0,M,3,74.0,3,2.6,a,0,Home Owner,0
2518,57.0,M,31,120.0,2,2.0,b,0,Home Owner,0
2519,61.0,M,37,50.0,4,1.3,m,0,Home Owner,0
2520,60.0,M,36,10.0,2,1.0,b,0,Home Owner,0
2521,56.0,M,29,45.0,4,2.5,m,113,Home Owner,0
2522,49.0,M,23,29.0,4,1.8,b,0,Home Owner,0
2523,63.0,M,37,145.0,2,6.9,b,0,Home Owner,0
2524,49.0,M,23,100.0,2,6.3,b,0,Home Owner,0
2525,49.0,M,25,24.0,3,0.4,b,0,Home Owner,0
2526,32.0,M,8,60.0,1,1.2,b,0,Home Owner,0
2527,26.0,M,1,50.0,4,0.6,m,0,Home Owner,0
2528,27.0,M,1,43.0,3,1.1,m,0,Home Owner,0
2529,57.0,M,31,79.0,3,4.4,b,0,Home Owner,0
2530,29.0,F,5,44.0,3,0.1,m,0,Home Owner,0
2531,56.0,O,30,31.0,4,1.5,a,0,Home Owner,0
2532,59.0,M,35,14.0,2,1.0,b,107,Home Owner,0
2533,53.0,M,28,19.0,4,0.8,b,106,Home Owner,0
2534,54.0,F,29,111.0,1,1.1,m,0,Home Owner,1
2535,56.0,F,30,90.0,1,1.9,m,0,Home Owner,0
2536,50.0,F,25,21.0,2,0.7,a,129,Home Owner,0
2537,51.0,M,25,104.0,1,4.2,m,0,Home Owner,1
2538,53.0,F,27,75.0,1,1.9,m,0,Home Owner,0
2539,37.0,M,12,175.0,2,7.8,b,297,Home Owner,0
2540,32.0,M,7,98.0,1,4.2,b,171,Home Owner,1
2541,49.0,M,23,41.0,4,0.1,b,153,Home Owner,0
2542,45.29521329861807,M,8,171.0,2,2.2,m,569,Home Owner,1
2543,54.0,F,30,79.0,4,1.6,m,0,Home Owner,0
2544,64.0,F,39,24.0,4,0.6,m,0,Home Owner,0
2545,58.0,M,34,90.0,1,3.6,m,0,Home Owner,1
2546,25.0,M,-1,39.0,3,2.4,m,0,Home Owner,0
2547,50.0,M,25,9.0,2,0.0,b,0,Home Owner,0
2548,38.0,M,13,15.0,2,0.1,m,90,Home Owner,0
2549,48.0,M,24,80.0,1,2.7,b,0,Home Owner,0
2550,41.0,M,15,63.0,1,0.7,a,79,Home Owner,0
2551,32.0,M,8,20.0,1,0.5,a,102,Home Owner,0
2552,46.0,M,22,43.0,2,2.1,a,0,Home Owner,0
2553,39.0,M,15,65.0,1,1.5,a,0,Home Owner,0
2554,39.0,M,15,91.0,2,1.7,m,151,Home Owner,0
2555,63.0,M,39,53.0,1,0.8,b,0,Home Owner,0
2556,58.0,M,32,110.0,3,1.7,m,0,Home Owner,0
2557,28.0,M,4,82.0,3,1.5,b,103,Home Owner,0
2558,36.0,M,11,23.0,4,0.2,a,0,Home Owner,0
2559,43.0,M,19,172.0,2,6.66666666666667,b,0,Home Owner,0
2560,36.0,M,12,88.0,2,2.7,b,0,Home Owner,0
2561,44.0,M,18,71.0,2,0.8,a,0,Home Owner,0
2562,31.0,M,5,180.0,1,2.9,a,144,Home Owner,1
2563,45.0,M,21,39.0,2,2.1,a,184,Home Owner,0
2564,39.0,M,13,94.0,1,1.5,a,0,Home Owner,0
2565,43.0,M,16,25.0,3,1.0,m,0,Home Owner,0
2566,40.0,M,15,10.0,2,0.0,a,102,Home Owner,0
2567,30.0,M,5,42.0,1,1.0,b,184,Home Owner,0
2568,58.0,M,33,142.0,2,3.9,b,0,Home Owner,0
2569,46.0,M,21,34.0,2,1.3,b,0,Home Owner,0
2570,35.0,M,10,139.0,1,4.6,b,0,Home Owner,0
2571,30.0,M,4,154.0,2,4.5,b,207,Home Owner,0
2572,34.0,M,8,40.0,2,2.0,a,89,Home Owner,0
2573,62.0,M,32,33.0,1,1.5,a,140,Home Owner,0
2574,58.0,M,34,80.0,2,1.6,b,0,Home Owner,0
2575,45.0,M,18,10.0,3,0.666666666666667,m,100,Home Owner,0
2576,42.0,M,16,41.0,3,0.5,a,0,Home Owner,0
2577,60.0,M,36,30.0,4,1.3,b,118,Home Owner,0
2578,55.0,M,29,78.0,1,0.8,a,190,Home Owner,0
2579,45.0,M,21,164.0,1,5.0,b,0,Home Owner,0
2580,52.0,M,27,23.0,1,0.4,a,0,Home Owner,0
2581,31.0,M,7,149.0,1,6.0,b,0,Home Owner,0
2582,60.0,M,34,25.0,4,0.7,a,0,Home Owner,0
2583,33.0,M,9,42.0,1,2.1,a,0,Home Owner,0
2584,37.0,M,11,71.0,1,2.5,b,185,Home Owner,0
2585,59.0,M,34,114.0,3,4.2,m,0,Home Owner,1
2586,51.0,O,26,70.0,1,2.8,m,0,Home Owner,0
2587,47.0,M,23,149.0,4,6.1,b,0,Home Owner,1
2588,60.0,F,33,55.0,4,2.5,m,0,Home Owner,0
2589,61.0,F,36,29.0,1,1.3,b,0,Home Owner,0
2590,64.0,M,40,123.0,1,3.8,b,0,Home Owner,0
2591,46.0,M,20,72.74614760746148,1,7.4,a,374,Home Owner,1
2592,31.0,M,7,8.0,4,0.7,m,0,Home Owner,0
2593,57.0,F,32,69.0,4,0.7,b,245,Home Owner,0
2594,48.0,M,23,72.74614760746148,4,7.9,a,310,Home Owner,1
2595,48.0,M,23,79.0,1,0.2,m,0,Home Owner,0
2596,35.0,M,10,105.0,1,4.6,b,0,Home Owner,0
2597,33.0,M,8,39.0,3,2.3,b,0,Home Owner,0
2598,47.0,M,23,163.0,1,5.0,b,0,Home Owner,0
2599,46.0,M,20,9.0,1,0.2,b,0,Home Owner,0
2600,44.0,M,20,71.0,4,2.0,a,0,Home Owner,0
2601,42.0,M,18,51.0,3,2.1,a,0,Home Owner,0
2602,50.0,M,24,32.0,1,1.4,a,167,Home Owner,0
2603,52.0,M,26,72.74614760746148,4,4.3,b,0,Home Owner,1
2604,53.0,F,27,60.0,1,0.2,b,0,Home Owner,0
2605,37.0,F,10,35.0,4,1.0,m,0,Home Owner,0
2606,64.0,F,40,41.0,4,1.2,m,0,Home Owner,0
2607,46.0,F,22,73.0,2,1.7,b,216,Home Owner,0
2608,57.0,F,33,49.0,4,1.5,b,214,Home Owner,0
2609,61.0,F,35,79.0,2,2.0,b,194,Home Owner,0
2610,42.0,F,18,120.0,2,7.5,b,0,Home Owner,0
2611,40.0,F,16,60.0,2,3.2,b,0,Home Owner,0
2612,33.0,F,8,78.0,3,0.6,m,0,Home Owner,0
2613,50.0,F,26,40.0,4,1.1,m,131,Home Owner,0
2614,52.0,M,26,110.0,2,5.4,a,204,Home Owner,1
2615,35.0,M,11,160.0,4,5.7,a,0,Home Owner,1
2616,57.0,F,32,68.0,4,0.7,b,191,Home Owner,0
2617,56.0,F,31,49.0,2,1.6,a,103,Home Owner,0
2618,44.0,F,20,65.0,2,2.5,b,0,Home Owner,0
2619,23.0,F,-3,55.0,3,2.4,m,145,Home Owner,0
2620,33.0,F,8,62.0,3,2.3,b,98,Home Owner,0
2621,48.0,F,22,152.0,1,0.0,b,0,Home Owner,0
2622,45.0,F,18,42.0,3,2.5,m,0,Home Owner,0
2623,54.0,F,28,39.0,4,0.7,m,0,Home Owner,0
2624,42.0,F,17,111.0,3,3.0,b,0,Home Owner,1
2625,47.0,F,21,82.0,3,2.1,b,0,Home Owner,0
2626,61.0,F,36,108.0,4,3.4,m,0,Home Owner,0
2627,53.0,F,27,59.0,2,0.8,a,0,Home Owner,0
2628,56.0,F,30,61.0,3,2.5,b,193,Home Owner,0
2629,33.0,F,6,78.0,4,2.0,m,0,Home Owner,0
2630,44.0,F,18,18.0,2,0.1,a,0,Home Owner,0
2631,63.0,F,37,113.0,4,1.7,a,0,Home Owner,0
2632,47.0,F,20,62.0,1,2.66666666666667,m,0,Home Owner,0
2633,50.0,F,24,81.0,1,4.9,b,248,Home Owner,0
2634,49.0,F,25,13.0,3,0.4,b,106,Home Owner,0
2635,34.0,F,9,75.0,1,2.8,b,194,Home Owner,0
2636,40.0,F,14,33.0,2,0.8,a,89,Home Owner,0
2637,38.0,F,13,179.0,1,4.1,b,0,Home Owner,0
2638,51.0,F,26,69.0,3,2.0,m,0,Home Owner,0
2639,28.0,F,4,45.0,1,1.0,a,0,Home Owner,0
2640,52.0,F,26,59.0,3,3.0,m,0,Home Owner,0
2641,39.0,F,13,81.0,2,2.8,b,0,Home Owner,0
2642,29.0,F,5,133.0,1,5.4,b,212,Home Owner,0
2643,54.0,F,29,81.0,2,0.0,a,0,Home Owner,0
2644,63.0,F,38,14.0,4,0.4,m,86,Home Owner,0
2645,40.0,F,14,28.0,2,0.8,a,0,Home Owner,0
2646,36.0,F,12,93.0,2,2.2,b,0,Home Owner,0
2647,45.0,F,20,191.0,3,2.6,a,123,Home Owner,1
2648,61.0,F,37,155.0,1,2.9,b,0,Home Owner,0
2649,26.0,F,0,155.0,2,7.2,b,0,Home Owner,0
2650,33.0,F,8,68.0,4,1.3,b,0,Home Owner,0
2651,64.0,F,40,52.0,2,1.1,b,226,Home Owner,0
2652,43.0,F,17,51.0,1,0.7,a,0,Home Owner,0
2653,24.0,F,0,44.0,4,1.6,b,180,Home Owner,0
2654,30.0,F,5,121.0,2,3.1,b,408,Home Owner,0
2655,60.0,F,36,49.0,4,2.2,b,204,Home Owner,0
2656,50.0,F,26,42.0,2,1.0,a,78,Home Owner,0
2657,40.0,F,15,144.0,1,4.1,b,0,Home Owner,0
2658,31.0,F,6,72.0,1,2.6,m,0,Home Owner,0
2659,30.0,F,4,44.0,1,1.5,b,109,Home Owner,0
2660,60.0,F,35,43.0,3,0.9,a,175,Home Owner,0
2661,39.0,F,14,74.0,1,0.1,m,144,Home Owner,0
2662,66.0,F,41,145.0,1,2.5,b,0,Home Owner,0
2663,65.0,F,41,158.0,2,2.1,b,0,Home Owner,0
2664,54.0,F,28,78.0,4,4.9,b,0,Home Owner,0
2665,54.0,F,29,72.74614760746148,1,2.4,m,352,Home Owner,1
2666,35.0,F,9,105.0,2,4.5,a,0,Home Owner,0
2667,32.0,F,7,100.0,3,0.6,m,0,Home Owner,0
2668,63.0,F,39,58.0,1,0.0,m,0,Home Owner,0
2669,60.0,F,35,113.0,1,0.9,b,406,Home Owner,0
2670,43.0,F,18,10.0,2,0.1,m,0,Home Owner,0
2671,59.0,F,33,142.0,2,2.7,b,0,Home Owner,0
2672,62.0,F,37,128.0,1,2.5,b,0,Home Owner,0
2673,30.0,M,5,72.74614760746148,3,0.5,a,0,Home Owner,1
2674,54.0,M,30,88.0,4,1.0,m,122,Home Owner,0
2675,30.0,M,6,101.0,2,0.6,b,0,Home Owner,0
2676,31.0,M,1,70.0,2,1.75,a,0,Home Owner,0
2677,44.0,M,20,122.0,1,0.3,b,0,Home Owner,0
2678,32.0,M,8,70.0,3,1.5,b,0,Home Owner,0
2679,63.0,M,38,8.0,2,4.3,a,0,Home Owner,1
2680,57.0,M,32,43.0,2,2.1,a,166,Home Owner,0
2681,60.0,M,30,31.0,1,1.5,a,0,Rent,0
2682,37.0,M,11,35.0,2,0.8,a,0,Home Owner,0
2683,53.0,M,27,81.0,4,2.6,a,0,Rent,0
2684,51.0,M,25,19.0,1,1.4,a,98,Rent,0
2685,30.0,M,5,98.0,4,1.8,a,129,Home Owner,0
2686,28.0,M,2,101.0,4,2.1,a,0,Rent,0
2687,50.0,M,24,81.0,2,0.4,a,0,Home Owner,0
2688,52.0,M,27,135.0,1,0.6,b,452,Home Mortage,0
2689,56.0,M,30,34.0,2,0.7,m,0,Home Owner,0
2690,40.0,M,16,104.0,1,3.4,b,249,Home Owner,0
2691,64.0,M,38,29.0,3,0.7,m,0,Rent,0
2692,61.0,F,36,119.0,2,5.4,m,0,Home Mortage,1
2693,46.0,F,20,82.0,2,1.7,m,0,Home Mortage,0
2694,55.0,F,29,62.0,1,0.2,b,0,Home Mortage,0
2695,45.0,F,19,85.0,3,2.1,b,0,Home Mortage,0
2696,40.0,F,15,8.0,2,0.1,m,0,Home Mortage,0
2697,63.0,F,37,78.0,4,1.7,a,0,Home Mortage,0
2698,57.0,F,32,44.0,3,0.5,m,0,Home Mortage,0
2699,38.0,F,14,122.0,2,8.0,b,0,Home Mortage,0
2700,37.0,F,11,22.0,3,0.1,m,114,Home Mortage,0
2701,31.0,F,5,39.0,4,2.2,m,0,Home Mortage,0
2702,50.0,F,26,55.0,1,1.6,m,0,Home Mortage,0
2703,42.0,F,18,144.0,2,6.1,b,158,Home Mortage,0
2704,51.0,F,27,71.0,1,2.6,m,0,Home Mortage,0
2705,38.0,F,13,191.0,2,3.0,b,0,Home Mortage,0
2706,53.0,F,26,22.0,1,0.5,m,100,Home Mortage,0
2707,43.0,F,17,158.0,1,2.4,b,0,Home Mortage,0
2708,35.0,F,9,131.0,3,0.3,a,0,Home Mortage,1
2709,49.0,F,24,75.0,1,2.8,m,160,Home Mortage,0
2710,28.0,F,4,69.0,3,0.7,m,170,Home Mortage,0
2711,51.0,F,27,39.0,2,0.8,b,0,Home Mortage,0
2712,39.0,F,14,34.0,4,1.7,b,0,Home Mortage,0
2713,31.0,F,7,32.0,1,1.7,b,0,Home Mortage,0
2714,44.0,F,18,129.0,1,5.7,b,0,Home Mortage,0
2715,46.0,F,20,158.0,3,5.4,b,432,Home Mortage,1
2716,42.0,F,18,54.0,1,1.8,b,0,Home Mortage,0
2717,41.0,F,17,34.0,1,2.0,m,0,Home Mortage,0
2718,23.0,F,-2,45.0,4,0.6,m,0,Home Mortage,0
2719,59.0,F,33,68.0,2,2.3,a,0,Home Mortage,0
2720,47.0,F,21,53.0,1,1.5,m,0,Home Mortage,0
2721,48.0,F,23,32.0,1,0.1,b,0,Home Mortage,0
2722,58.0,F,33,173.0,2,7.2,a,0,Home Mortage,1
2723,58.0,F,34,31.0,4,0.4,b,0,Home Mortage,0
2724,54.0,F,29,72.0,2,3.7,b,144,Home Mortage,0
2725,49.0,F,24,30.0,4,0.4,m,157,Home Mortage,0
2726,63.0,F,38,138.0,1,2.5,b,0,Home Mortage,0
2727,62.0,F,37,18.0,1,1.5,m,127,Home Mortage,0
2728,45.0,F,19,69.0,1,2.8,b,220,Home Mortage,0
2729,39.0,F,13,58.0,3,2.1,b,247,Home Mortage,0
2730,58.0,F,34,63.0,4,1.5,b,0,Home Mortage,0
2731,56.0,F,30,43.0,2,0.3,b,0,Home Mortage,0
2732,29.0,F,5,28.0,1,0.2,a,0,Home Mortage,0
2733,33.0,F,9,38.0,1,2.1,a,133,Home Mortage,0
2734,55.0,F,29,72.0,3,0.3,m,147,Home Mortage,0
2735,56.0,F,31,64.0,4,0.9,b,0,Home Mortage,0
2736,36.0,F,12,70.0,3,2.6,m,165,Home Mortage,0
2737,53.0,F,29,12.0,1,0.3,b,0,Home Mortage,0
2738,57.0,F,31,159.0,2,0.5,b,0,Home Mortage,0
2739,35.0,F,9,103.0,2,4.5,a,0,Home Mortage,0
2740,43.0,F,18,42.0,1,0.3,a,0,Home Mortage,0
2741,54.0,F,29,48.0,2,2.1,a,142,Home Mortage,0
2742,29.0,F,3,49.0,1,1.5,b,0,Home Mortage,0
2743,39.0,F,14,89.0,2,0.4,b,0,Home Mortage,0
2744,32.0,F,8,22.0,4,0.7,m,0,Home Mortage,0
2745,51.0,F,27,10.0,2,0.2,b,86,Home Mortage,0
2746,50.0,F,25,38.0,1,1.3,m,120,Home Mortage,0
2747,54.0,F,29,49.0,2,2.1,a,95,Home Mortage,0
2748,38.0,F,12,30.0,2,1.4,a,0,Home Mortage,0
2749,32.0,F,7,82.0,1,2.6,m,240,Home Mortage,0
2750,62.0,F,37,82.0,1,0.8,a,312,Home Mortage,0
2751,57.0,F,33,24.0,1,0.1,m,0,Home Mortage,0
2752,47.0,F,23,32.0,4,0.6,b,156,Home Mortage,0
2753,51.0,F,25,34.0,3,0.9,a,111,Home Mortage,0
2754,54.0,F,27,195.0,2,4.75,m,477,Home Mortage,1
2755,26.0,F,1,61.0,4,2.2,b,119,Home Mortage,0
2756,37.0,F,11,22.0,3,0.1,m,0,Home Mortage,0
2757,27.0,F,0,40.0,4,1.0,a,0,Home Mortage,0
2758,63.0,F,38,50.0,2,2.8,b,205,Home Mortage,0
2759,62.0,F,36,35.0,2,0.7,a,0,Home Mortage,0
2760,59.0,F,33,64.0,3,0.3,m,0,Home Mortage,0
2761,32.0,F,7,49.0,3,2.3,b,0,Home Mortage,0
2762,35.0,F,8,44.0,4,1.0,m,192,Home Mortage,0
2763,56.0,F,31,65.0,2,3.7,b,0,Home Mortage,0
2764,55.0,F,31,13.0,4,0.7,b,0,Home Mortage,0
2765,31.0,F,5,84.0,1,2.9,a,105,Home Mortage,0
2766,54.0,F,29,28.0,4,0.2,m,101,Home Mortage,0
2767,58.0,F,32,108.0,3,4.4,b,0,Home Mortage,0
2768,48.0,F,24,59.0,1,0.0,b,144,Home Mortage,0
2769,48.0,F,22,163.0,1,2.4,b,396,Home Mortage,0
2770,33.0,M,9,183.0,2,8.8,a,582,Home Mortage,1
2771,36.0,M,6,69.0,4,4.0,a,0,Home Mortage,0
2772,41.0,M,16,115.0,1,7.0,b,0,Home Mortage,0
2773,55.0,M,31,130.0,4,6.5,b,0,Home Mortage,1
2774,63.0,M,37,185.0,2,7.9,m,358,Home Mortage,1
2775,53.0,M,29,118.0,2,0.3,b,0,Home Mortage,0
2776,38.0,M,13,163.0,1,4.1,b,0,Home Mortage,0
2777,46.0,M,20,140.0,2,6.3,b,380,Home Mortage,0
2778,59.0,M,33,91.0,2,0.7,m,0,Home Mortage,0
2779,56.0,M,31,61.0,4,1.3,a,0,Home Mortage,0
2780,59.0,M,35,168.0,4,4.1,m,0,Home Mortage,1
2781,39.0,M,13,69.0,3,0.9,m,0,Home Mortage,0
2782,47.0,M,21,22.0,1,0.2,b,104,Home Mortage,0
2783,47.0,M,22,53.0,1,0.3,b,213,Home Mortage,0
2784,53.0,M,26,25.0,2,1.0,m,0,Home Mortage,0
2785,36.0,M,9,115.0,4,2.2,m,0,Home Mortage,1
2786,34.0,M,9,31.0,4,1.1,a,85,Home Mortage,0
2787,36.0,M,10,83.0,1,2.8,a,0,Home Mortage,0
2788,60.0,M,34,152.0,2,6.9,b,0,Home Mortage,0
2789,45.0,M,20,30.0,1,0.1,b,0,Home Mortage,0
2790,27.0,M,3,34.0,1,0.2,a,0,Home Mortage,0
2791,47.0,M,22,44.0,1,1.4,a,0,Home Mortage,0
2792,44.0,M,20,182.0,2,7.6,b,0,Home Mortage,0
2793,54.0,M,30,44.0,3,1.5,b,117,Home Mortage,0
2794,57.0,M,33,122.0,2,6.0,b,153,Home Mortage,0
2795,52.0,M,26,35.0,4,1.8,b,0,Home Mortage,0
2796,51.0,M,25,91.0,1,0.8,a,0,Home Mortage,0
2797,57.0,M,32,30.0,2,2.0,m,0,Home Mortage,0
2798,65.0,M,39,53.0,1,2.5,a,0,Home Mortage,0
2799,58.0,M,33,28.0,1,0.3,a,0,Home Mortage,0
2800,64.0,M,39,85.0,4,3.4,m,200,Home Mortage,0
2801,52.0,M,26,28.0,2,0.7,m,90,Home Mortage,0
2802,58.0,M,34,41.0,4,0.4,b,177,Home Mortage,0
2803,52.0,M,22,154.0,1,5.0,a,0,Home Mortage,1
2804,43.0,M,18,41.0,1,0.3,a,0,Home Mortage,0
2805,56.0,M,32,33.0,3,1.5,b,0,Home Mortage,0
2806,37.0,M,12,72.74614760746148,3,5.8,a,0,Home Mortage,1
2807,53.0,M,27,59.0,2,0.8,a,0,Home Mortage,0
2808,27.0,M,2,129.0,2,3.3,b,0,Home Mortage,0
2809,53.0,M,27,35.0,3,0.9,a,136,Home Mortage,0
2810,42.0,M,16,72.74614760746148,3,2.2,m,0,Home Mortage,1
2811,58.0,M,34,45.0,4,1.3,m,201,Home Mortage,0
2812,36.0,M,12,62.0,4,0.1,m,145,Home Mortage,0
2813,53.0,F,28,183.0,3,8.2,a,467,Home Mortage,1
2814,48.0,F,22,14.0,2,0.1,a,0,Home Mortage,0
2815,54.0,F,28,53.0,1,2.2,a,0,Home Mortage,0
2816,26.0,F,1,48.0,3,2.6,a,169,Home Mortage,0
2817,50.0,F,26,128.0,2,0.4,b,0,Home Mortage,0
2818,31.0,F,7,105.0,1,4.0,b,331,Home Mortage,0
2819,35.0,F,9,40.0,3,0.9,b,0,Home Mortage,0
2820,63.0,F,37,10.0,2,0.4,b,0,Home Mortage,0
2821,29.0,F,4,102.0,2,3.3,b,303,Home Mortage,0
2822,57.0,F,32,31.0,3,0.1,m,0,Home Mortage,0
2823,30.0,F,5,30.0,4,0.8,b,158,Home Mortage,0
2824,33.0,F,7,21.0,1,0.6,a,0,Home Mortage,0
2825,62.0,F,36,44.0,2,0.3,b,0,Home Mortage,0
2826,35.0,F,10,48.0,1,2.5,a,164,Home Mortage,0
2827,37.0,F,11,21.0,3,0.2,m,0,Home Mortage,0
2828,37.0,F,11,84.0,4,2.2,m,0,Home Mortage,0
2829,35.0,F,10,64.0,3,0.7,m,230,Home Mortage,0
2830,35.0,F,9,82.0,1,2.5,b,138,Home Mortage,0
2831,59.0,F,35,39.0,4,1.3,b,0,Home Mortage,0
2832,53.0,F,27,45.0,2,0.8,a,0,Home Mortage,0
2833,45.0,F,21,133.0,4,5.7,a,0,Home Mortage,1
2834,46.0,F,22,152.0,2,1.4,b,0,Home Mortage,0
2835,40.0,F,16,12.0,1,1.0,b,91,Home Mortage,0
2836,42.0,F,16,32.0,3,1.5,b,149,Home Mortage,0
2837,25.0,F,1,74.0,4,2.6,b,204,Home Mortage,0
2838,39.0,F,14,54.0,2,1.1,m,159,Home Mortage,0
2839,30.0,F,6,181.0,3,4.1,m,0,Home Mortage,1
2840,58.0,F,33,75.0,2,0.0,a,0,Home Mortage,0
2841,41.0,F,15,95.0,3,0.1,b,240,Home Mortage,0
2842,37.0,F,11,190.0,4,7.3,m,565,Home Mortage,1
2843,36.0,F,11,90.0,1,2.8,b,0,Home Mortage,0
2844,27.0,F,3,20.0,4,1.0,b,134,Home Mortage,0
